"subject","media","auc","missingDay"
"R_3qgTTJwDUCSEJgS","netflix",1711.41818280407,90
"R_3rHCe5P4Heh8fDZ","facebook",-3029.08760307624,7
"R_3rHCe5P4Heh8fDZ","instagram",179.558281060606,3
"R_3rHCe5P4Heh8fDZ","netflix",7579.99959616642,30
"R_3rZhGkpjGDuuzMb","facebook",518.322356798257,90
"R_3rZhGkpjGDuuzMb","instagram",327.061758305474,90
"R_3rZhGkpjGDuuzMb","netflix",8602.00780635214,1
"R_3saISeBKCoYuEBM","facebook",9679.2833811275,30
"R_3saISeBKCoYuEBM","instagram",7337.32333019505,1
"R_3saISeBKCoYuEBM","netflix",2658.02511844205,90
"R_3snXkeH9FjFggsy","facebook",6263.85308993593,1
"R_3snXkeH9FjFggsy","instagram",7514.53788265711,1
"R_3snXkeH9FjFggsy","netflix",2895.54084913544,90
"R_571dfxEnuj4pR61","facebook",8257.32057498447,30
"R_571dfxEnuj4pR61","instagram",8384.57774854453,30
"R_571dfxEnuj4pR61","netflix",8645.29724921856,7
"R_5bSEflkC8exEMHD","facebook",2833.11357611968,3
"R_5bSEflkC8exEMHD","instagram",1742.54897664071,7
"R_5bSEflkC8exEMHD","netflix",8839.04185256489,30
"R_5oNQlQR2OzKNpv3","facebook",9502.2450598544,30
"R_5oNQlQR2OzKNpv3","instagram",2466.10950939374,90
"R_5oNQlQR2OzKNpv3","netflix",4791.69979421981,1
"R_5uyHsnbSHVYWfiV","facebook",9008.38436215509,1
"R_5uyHsnbSHVYWfiV","instagram",1568.88466829738,14
"R_5uyHsnbSHVYWfiV","netflix",8904.45115129001,30
"R_82nUqr3sTIRX0Up","facebook",2421.78719482047,90
"R_82nUqr3sTIRX0Up","instagram",6615.45274296503,7
"R_82nUqr3sTIRX0Up","netflix",7241.0264222127,3
"R_8cEqINRTQHgMZAl","facebook",8395.07816845967,7
"R_8cEqINRTQHgMZAl","instagram",2890.23092680367,90
"R_8cEqINRTQHgMZAl","netflix",2861.79103352641,90
"R_8uHNpF1bXxG7fHP","facebook",3747.97021531431,7
"R_8uHNpF1bXxG7fHP","instagram",-711.355801651016,1
"R_8uHNpF1bXxG7fHP","netflix",-2942.34129708031,14
"R_C47EvGcBFaTAptD","facebook",-628.756207217997,14
"R_C47EvGcBFaTAptD","instagram",277.492452331627,14
"R_C47EvGcBFaTAptD","netflix",3358.00672130263,1
"R_CdZAMti6q1EYQr7","facebook",2239.25676200096,7
"R_CdZAMti6q1EYQr7","instagram",1083.64542685872,1
"R_CdZAMti6q1EYQr7","netflix",3775.12065187914,14
"R_DHkLUNLG6K70jVn","facebook",1914.60064829757,3
"R_DHkLUNLG6K70jVn","instagram",-72.5992429365832,3
"R_DHkLUNLG6K70jVn","netflix",4879.3549445574,1
"R_PFX2ZYYc6YpAdfr","facebook",8253.0030728003,7
"R_PFX2ZYYc6YpAdfr","instagram",-3228.6607278428,30
"R_PFX2ZYYc6YpAdfr","netflix",6574.41910210708,3
"R_PYumA1KyDDCZqUh","facebook",457.998263109977,90
"R_PYumA1KyDDCZqUh","instagram",419.840932809912,3
"R_PYumA1KyDDCZqUh","netflix",-2783.75632336046,30
"R_QmqEbWb3Zji5De9","facebook",1908.09917420821,14
"R_QmqEbWb3Zji5De9","instagram",6314.81838612773,3
"R_QmqEbWb3Zji5De9","netflix",6391.39942841438,3
"R_RF7FEW1KyNpLScF","facebook",5312.92508188796,14
"R_RF7FEW1KyNpLScF","instagram",5798.86542060945,7
"R_RF7FEW1KyNpLScF","netflix",2558.87199882523,90
"R_RJQe5kxuWPzRVo5","facebook",2797.46846510846,14
"R_RJQe5kxuWPzRVo5","instagram",7858.76819381819,30
"R_RJQe5kxuWPzRVo5","netflix",2235.10897223175,1
"R_SAySYZg4JWlAEHD","facebook",-1368.93460937261,1
"R_SAySYZg4JWlAEHD","instagram",953.898643229046,3
"R_SAySYZg4JWlAEHD","netflix",3717.12968220237,14
"R_SYQXBSoHXLIPZ7P","facebook",2011.10278624328,90
"R_SYQXBSoHXLIPZ7P","instagram",-170.011659850853,14
"R_SYQXBSoHXLIPZ7P","netflix",-425.060909986862,3
"R_Tikm7YyNd81WFMt","facebook",496.564687352889,1
"R_Tikm7YyNd81WFMt","instagram",3458.25222523518,14
"R_Tikm7YyNd81WFMt","netflix",2863.94348208078,90
"R_XLpcCWpAvUtfgkN","facebook",3277.94134664114,1
"R_XLpcCWpAvUtfgkN","instagram",3880.21872359945,14
"R_XLpcCWpAvUtfgkN","netflix",5798.86144287349,1
"R_XgNy7qsukyeoAkp","facebook",6151.38708178694,1
"R_XgNy7qsukyeoAkp","instagram",-6606.60604926834,30
"R_XgNy7qsukyeoAkp","netflix",8724.92483422065,1
"R_Xh3KNPooygItSdb","facebook",16724.5373487677,30
"R_Xh3KNPooygItSdb","instagram",-281.861033021289,3
"R_Xh3KNPooygItSdb","netflix",994.124496229872,7
"R_Xn513Xt1xOx62B3","facebook",1578.01080965409,3
"R_Xn513Xt1xOx62B3","instagram",2257.76283325499,90
"R_Xn513Xt1xOx62B3","netflix",8850.32438708208,3
"R_Z933VB4uQlssS9r","facebook",986.13464659371,7
"R_Z933VB4uQlssS9r","instagram",2302.9222615549,1
"R_Z933VB4uQlssS9r","netflix",906.955244735793,90
"R_ZrGrdS3vOWRxJnj","facebook",7853.66173186025,30
"R_ZrGrdS3vOWRxJnj","instagram",490.732956570196,90
"R_ZrGrdS3vOWRxJnj","netflix",-1572.09056523564,30
"R_b1s319hj4Fpb7b3","facebook",4684.2648044987,7
"R_b1s319hj4Fpb7b3","instagram",645.500080635035,90
"R_b1s319hj4Fpb7b3","netflix",5572.95099216757,1
"R_b8W7tx1Ju1BT2N3","facebook",2083.42927350287,3
"R_b8W7tx1Ju1BT2N3","instagram",5506.80109855873,1
"R_b8W7tx1Ju1BT2N3","netflix",1694.75017437068,3
"R_b8cAe2hI62FQ88x","facebook",3511.25414751212,1
"R_b8cAe2hI62FQ88x","instagram",1992.49668350768,14
"R_b8cAe2hI62FQ88x","netflix",2786.78189387095,7
"R_bDHnxeJ4VpobiQV","facebook",6114.86761900297,1
"R_bDHnxeJ4VpobiQV","instagram",6871.19878138006,1
"R_bDHnxeJ4VpobiQV","netflix",5606.23559937565,30
"R_bdsTZDRw5d7KMZX","facebook",4804.94031841414,14
"R_bdsTZDRw5d7KMZX","instagram",7844.28847375585,30
"R_bdsTZDRw5d7KMZX","netflix",1523.20969682751,30
"R_bwHQFxyJfVOdtNT","facebook",-675.204340876007,1
"R_bwHQFxyJfVOdtNT","instagram",11325.0828701631,3
"R_bwHQFxyJfVOdtNT","netflix",123.987711315374,30
"R_cMevhYPA07ow7Ul","facebook",9020.70628811576,30
"R_cMevhYPA07ow7Ul","instagram",8012.3340333761,30
"R_cMevhYPA07ow7Ul","netflix",-160.874636009175,14
"R_cZnZy3zVmrHTfDr","facebook",3789.76903211469,14
"R_cZnZy3zVmrHTfDr","instagram",575.179163952928,90
"R_cZnZy3zVmrHTfDr","netflix",1525.64748961572,7
"R_d4CuFMNNb3xX0dz","facebook",2886.22664510981,90
"R_d4CuFMNNb3xX0dz","instagram",-284.873849647293,3
"R_d4CuFMNNb3xX0dz","netflix",633.307263327358,90
"R_ePyPsEmKNl5eqHf","facebook",7903.22921547392,7
"R_ePyPsEmKNl5eqHf","instagram",-786.878792109289,14
"R_ePyPsEmKNl5eqHf","netflix",8620.90473602215,3
"R_pMh4AJeaHGIRJtf","facebook",1187.54907003726,7
"R_pMh4AJeaHGIRJtf","instagram",10751.6706220197,30
"R_pMh4AJeaHGIRJtf","netflix",5332.08981674653,30
"R_pMhufBhPJCUHB2F","facebook",2951.30089322027,14
"R_pMhufBhPJCUHB2F","instagram",-213.406448769894,3
"R_pMhufBhPJCUHB2F","netflix",3234.4365447517,7
"R_pscAvPu8m97cwa5","facebook",2842.64155209555,90
"R_pscAvPu8m97cwa5","instagram",4465.58010449757,7
"R_pscAvPu8m97cwa5","netflix",246.948169030343,14
"R_qUDlvW4GK1i1pTP","facebook",6917.47729799921,14
"R_qUDlvW4GK1i1pTP","instagram",8131.1636076331,1
"R_qUDlvW4GK1i1pTP","netflix",8719.37034866691,30
"R_rfiWgMXr64Nw9vH","facebook",9396.23584104644,30
"R_rfiWgMXr64Nw9vH","instagram",3701.53246463083,3
"R_rfiWgMXr64Nw9vH","netflix",5186.7346966813,30
"R_rpSTmblwcbyVj8J","facebook",1092.03365386969,3
"R_rpSTmblwcbyVj8J","instagram",3354.2207822249,14
"R_rpSTmblwcbyVj8J","netflix",2108.56390388468,14
"R_suHN4bhtDkkfk6l","facebook",4040.04874577882,7
"R_suHN4bhtDkkfk6l","instagram",3615.72404492159,30
"R_suHN4bhtDkkfk6l","netflix",1993.45530409716,3
"R_tXlO5MVFdk7yKVX","facebook",-5179.12397622796,30
"R_tXlO5MVFdk7yKVX","instagram",-1009.66964514766,3
"R_tXlO5MVFdk7yKVX","netflix",8956.7449649794,14
"R_vCvb9VhN4TGwKGZ","facebook",8869.10789094789,7
"R_vCvb9VhN4TGwKGZ","instagram",6909.82418496988,30
"R_vCvb9VhN4TGwKGZ","netflix",3052.89348705736,30
"R_vGoDioRoCnyiZ0Z","facebook",7704.89371706022,30
"R_vGoDioRoCnyiZ0Z","instagram",1660.58429684224,1
"R_vGoDioRoCnyiZ0Z","netflix",7139.65626678766,7
"R_vSv2JxNp2FVLjS9","facebook",7111.48916479728,1
"R_vSv2JxNp2FVLjS9","instagram",2718.22143690577,90
"R_vSv2JxNp2FVLjS9","netflix",8552.19936268498,3
"R_vxksRW4jhMqkqKl","facebook",2568.18126843632,14
"R_vxksRW4jhMqkqKl","instagram",16.0999216710103,90
"R_vxksRW4jhMqkqKl","netflix",2296.62546528855,90
"R_xxVL3nUimothly9","facebook",2888.87510892626,90
"R_yJgIKmz8hNV8a3f","facebook",9318.33976983603,7
"R_yJgIKmz8hNV8a3f","instagram",-8654.58010372662,30
"R_yJgIKmz8hNV8a3f","netflix",7484.71660317437,14
"R_yKMmpwDy9PLfThf","facebook",8859.97383246422,7
"R_yKMmpwDy9PLfThf","instagram",1297.34502709996,14
"R_yKMmpwDy9PLfThf","netflix",1537.78735096222,30
"R_yO3mHdLrn2jkUAV","facebook",7722.31694579379,1
"R_yO3mHdLrn2jkUAV","instagram",6266.76048941487,7
"R_yO3mHdLrn2jkUAV","netflix",2756.393385504,90
"R_yW854vFCCgiXUrL","instagram",1382.8738383282,1
"R_yx3e4y2tYQulvUt","facebook",1067.0559661138,14
"R_yx3e4y2tYQulvUt","instagram",447.846223947851,90
"R_yx3e4y2tYQulvUt","netflix",-5391.1235275499,30
"R_zdtI86KqkaRM437","facebook",8814.46060698593,3
"R_zdtI86KqkaRM437","instagram",2897.45901776812,90
"R_zdtI86KqkaRM437","netflix",8717.69304791217,14
